,depth_map,annotations
126,depth_map_126.npy,annot_126.json
127,depth_map_127.npy,annot_127.json
128,depth_map_128.npy,annot_128.json
129,depth_map_129.npy,annot_129.json
130,depth_map_130.npy,annot_130.json
131,depth_map_131.npy,annot_131.json
132,depth_map_132.npy,annot_132.json
133,depth_map_133.npy,annot_133.json
134,depth_map_134.npy,annot_134.json
135,depth_map_135.npy,annot_135.json
136,depth_map_136.npy,annot_136.json
137,depth_map_137.npy,annot_137.json
138,depth_map_138.npy,annot_138.json
139,depth_map_139.npy,annot_139.json
140,depth_map_140.npy,annot_140.json
141,depth_map_141.npy,annot_141.json
142,depth_map_142.npy,annot_142.json
143,depth_map_143.npy,annot_143.json
144,depth_map_144.npy,annot_144.json
145,depth_map_145.npy,annot_145.json
146,depth_map_146.npy,annot_146.json
147,depth_map_147.npy,annot_147.json
148,depth_map_148.npy,annot_148.json
149,depth_map_149.npy,annot_149.json
150,depth_map_150.npy,annot_150.json
151,depth_map_151.npy,annot_151.json
152,depth_map_152.npy,annot_152.json
153,depth_map_153.npy,annot_153.json
154,depth_map_154.npy,annot_154.json
155,depth_map_155.npy,annot_155.json
156,depth_map_156.npy,annot_156.json
157,depth_map_157.npy,annot_157.json
158,depth_map_158.npy,annot_158.json
159,depth_map_159.npy,annot_159.json
160,depth_map_160.npy,annot_160.json
161,depth_map_161.npy,annot_161.json
162,depth_map_162.npy,annot_162.json
163,depth_map_163.npy,annot_163.json
164,depth_map_164.npy,annot_164.json
165,depth_map_165.npy,annot_165.json
166,depth_map_166.npy,annot_166.json
167,depth_map_167.npy,annot_167.json
168,depth_map_168.npy,annot_168.json
169,depth_map_169.npy,annot_169.json
170,depth_map_170.npy,annot_170.json
171,depth_map_171.npy,annot_171.json
172,depth_map_172.npy,annot_172.json
173,depth_map_173.npy,annot_173.json
174,depth_map_174.npy,annot_174.json
175,depth_map_175.npy,annot_175.json
176,depth_map_176.npy,annot_176.json
177,depth_map_177.npy,annot_177.json
178,depth_map_178.npy,annot_178.json
179,depth_map_179.npy,annot_179.json
180,depth_map_180.npy,annot_180.json
181,depth_map_181.npy,annot_181.json
182,depth_map_182.npy,annot_182.json
183,depth_map_183.npy,annot_183.json
184,depth_map_184.npy,annot_184.json
185,depth_map_185.npy,annot_185.json
186,depth_map_186.npy,annot_186.json
187,depth_map_187.npy,annot_187.json
188,depth_map_188.npy,annot_188.json
189,depth_map_189.npy,annot_189.json
190,depth_map_190.npy,annot_190.json
191,depth_map_191.npy,annot_191.json
192,depth_map_192.npy,annot_192.json
193,depth_map_193.npy,annot_193.json
194,depth_map_194.npy,annot_194.json
195,depth_map_195.npy,annot_195.json
196,depth_map_196.npy,annot_196.json
197,depth_map_197.npy,annot_197.json
198,depth_map_198.npy,annot_198.json
199,depth_map_199.npy,annot_199.json
200,depth_map_200.npy,annot_200.json
201,depth_map_201.npy,annot_201.json
202,depth_map_202.npy,annot_202.json
203,depth_map_203.npy,annot_203.json
204,depth_map_204.npy,annot_204.json
205,depth_map_205.npy,annot_205.json
206,depth_map_206.npy,annot_206.json
207,depth_map_207.npy,annot_207.json
208,depth_map_208.npy,annot_208.json
209,depth_map_209.npy,annot_209.json
210,depth_map_210.npy,annot_210.json
211,depth_map_211.npy,annot_211.json
212,depth_map_212.npy,annot_212.json
213,depth_map_213.npy,annot_213.json
214,depth_map_214.npy,annot_214.json
215,depth_map_215.npy,annot_215.json
216,depth_map_216.npy,annot_216.json
217,depth_map_217.npy,annot_217.json
218,depth_map_218.npy,annot_218.json
219,depth_map_219.npy,annot_219.json
220,depth_map_220.npy,annot_220.json
221,depth_map_221.npy,annot_221.json
222,depth_map_222.npy,annot_222.json
223,depth_map_223.npy,annot_223.json
224,depth_map_224.npy,annot_224.json
225,depth_map_225.npy,annot_225.json
226,depth_map_226.npy,annot_226.json
227,depth_map_227.npy,annot_227.json
228,depth_map_228.npy,annot_228.json
229,depth_map_229.npy,annot_229.json
230,depth_map_230.npy,annot_230.json
231,depth_map_231.npy,annot_231.json
232,depth_map_232.npy,annot_232.json
233,depth_map_233.npy,annot_233.json
234,depth_map_234.npy,annot_234.json
235,depth_map_235.npy,annot_235.json
236,depth_map_236.npy,annot_236.json
237,depth_map_237.npy,annot_237.json
238,depth_map_238.npy,annot_238.json
239,depth_map_239.npy,annot_239.json
240,depth_map_240.npy,annot_240.json
241,depth_map_241.npy,annot_241.json
242,depth_map_242.npy,annot_242.json
243,depth_map_243.npy,annot_243.json
244,depth_map_244.npy,annot_244.json
245,depth_map_245.npy,annot_245.json
246,depth_map_246.npy,annot_246.json
247,depth_map_247.npy,annot_247.json
248,depth_map_248.npy,annot_248.json
249,depth_map_249.npy,annot_249.json
250,depth_map_250.npy,annot_250.json
251,depth_map_251.npy,annot_251.json
252,depth_map_252.npy,annot_252.json
253,depth_map_253.npy,annot_253.json
254,depth_map_254.npy,annot_254.json
255,depth_map_255.npy,annot_255.json
256,depth_map_256.npy,annot_256.json
257,depth_map_257.npy,annot_257.json
258,depth_map_258.npy,annot_258.json
259,depth_map_259.npy,annot_259.json
260,depth_map_260.npy,annot_260.json
261,depth_map_261.npy,annot_261.json
262,depth_map_262.npy,annot_262.json
263,depth_map_263.npy,annot_263.json
264,depth_map_264.npy,annot_264.json
265,depth_map_265.npy,annot_265.json
266,depth_map_266.npy,annot_266.json
267,depth_map_267.npy,annot_267.json
268,depth_map_268.npy,annot_268.json
269,depth_map_269.npy,annot_269.json
270,depth_map_270.npy,annot_270.json
271,depth_map_271.npy,annot_271.json
272,depth_map_272.npy,annot_272.json
273,depth_map_273.npy,annot_273.json
274,depth_map_274.npy,annot_274.json
275,depth_map_275.npy,annot_275.json
276,depth_map_276.npy,annot_276.json
277,depth_map_277.npy,annot_277.json
278,depth_map_278.npy,annot_278.json
279,depth_map_279.npy,annot_279.json
280,depth_map_280.npy,annot_280.json
281,depth_map_281.npy,annot_281.json
282,depth_map_282.npy,annot_282.json
283,depth_map_283.npy,annot_283.json
284,depth_map_284.npy,annot_284.json
285,depth_map_285.npy,annot_285.json
286,depth_map_286.npy,annot_286.json
287,depth_map_287.npy,annot_287.json
288,depth_map_288.npy,annot_288.json
289,depth_map_289.npy,annot_289.json
290,depth_map_290.npy,annot_290.json
291,depth_map_291.npy,annot_291.json
292,depth_map_292.npy,annot_292.json
293,depth_map_293.npy,annot_293.json
294,depth_map_294.npy,annot_294.json
295,depth_map_295.npy,annot_295.json
296,depth_map_296.npy,annot_296.json
297,depth_map_297.npy,annot_297.json
298,depth_map_298.npy,annot_298.json
299,depth_map_299.npy,annot_299.json
300,depth_map_300.npy,annot_300.json
301,depth_map_301.npy,annot_301.json
302,depth_map_302.npy,annot_302.json
303,depth_map_303.npy,annot_303.json
304,depth_map_304.npy,annot_304.json
305,depth_map_305.npy,annot_305.json
306,depth_map_306.npy,annot_306.json
307,depth_map_307.npy,annot_307.json
308,depth_map_308.npy,annot_308.json
309,depth_map_309.npy,annot_309.json
310,depth_map_310.npy,annot_310.json
311,depth_map_311.npy,annot_311.json
312,depth_map_312.npy,annot_312.json
313,depth_map_313.npy,annot_313.json
314,depth_map_314.npy,annot_314.json
315,depth_map_315.npy,annot_315.json
316,depth_map_316.npy,annot_316.json
317,depth_map_317.npy,annot_317.json
318,depth_map_318.npy,annot_318.json
319,depth_map_319.npy,annot_319.json
320,depth_map_320.npy,annot_320.json
321,depth_map_321.npy,annot_321.json
322,depth_map_322.npy,annot_322.json
323,depth_map_323.npy,annot_323.json
324,depth_map_324.npy,annot_324.json
325,depth_map_325.npy,annot_325.json
326,depth_map_326.npy,annot_326.json
327,depth_map_327.npy,annot_327.json
328,depth_map_328.npy,annot_328.json
329,depth_map_329.npy,annot_329.json
330,depth_map_330.npy,annot_330.json
331,depth_map_331.npy,annot_331.json
332,depth_map_332.npy,annot_332.json
333,depth_map_333.npy,annot_333.json
334,depth_map_334.npy,annot_334.json
335,depth_map_335.npy,annot_335.json
336,depth_map_336.npy,annot_336.json
337,depth_map_337.npy,annot_337.json
338,depth_map_338.npy,annot_338.json
339,depth_map_339.npy,annot_339.json
340,depth_map_340.npy,annot_340.json
341,depth_map_341.npy,annot_341.json
342,depth_map_342.npy,annot_342.json
343,depth_map_343.npy,annot_343.json
344,depth_map_344.npy,annot_344.json
345,depth_map_345.npy,annot_345.json
346,depth_map_346.npy,annot_346.json
347,depth_map_347.npy,annot_347.json
348,depth_map_348.npy,annot_348.json
349,depth_map_349.npy,annot_349.json
350,depth_map_350.npy,annot_350.json
351,depth_map_351.npy,annot_351.json
352,depth_map_352.npy,annot_352.json
353,depth_map_353.npy,annot_353.json
354,depth_map_354.npy,annot_354.json
355,depth_map_355.npy,annot_355.json
356,depth_map_356.npy,annot_356.json
357,depth_map_357.npy,annot_357.json
358,depth_map_358.npy,annot_358.json
359,depth_map_359.npy,annot_359.json
360,depth_map_360.npy,annot_360.json
361,depth_map_361.npy,annot_361.json
362,depth_map_362.npy,annot_362.json
363,depth_map_363.npy,annot_363.json
364,depth_map_364.npy,annot_364.json
365,depth_map_365.npy,annot_365.json
366,depth_map_366.npy,annot_366.json
367,depth_map_367.npy,annot_367.json
368,depth_map_368.npy,annot_368.json
369,depth_map_369.npy,annot_369.json
370,depth_map_370.npy,annot_370.json
371,depth_map_371.npy,annot_371.json
372,depth_map_372.npy,annot_372.json
373,depth_map_373.npy,annot_373.json
374,depth_map_374.npy,annot_374.json
375,depth_map_375.npy,annot_375.json
376,depth_map_376.npy,annot_376.json
377,depth_map_377.npy,annot_377.json
378,depth_map_378.npy,annot_378.json
379,depth_map_379.npy,annot_379.json
380,depth_map_380.npy,annot_380.json
381,depth_map_381.npy,annot_381.json
382,depth_map_382.npy,annot_382.json
383,depth_map_383.npy,annot_383.json
384,depth_map_384.npy,annot_384.json
385,depth_map_385.npy,annot_385.json
386,depth_map_386.npy,annot_386.json
387,depth_map_387.npy,annot_387.json
388,depth_map_388.npy,annot_388.json
389,depth_map_389.npy,annot_389.json
390,depth_map_390.npy,annot_390.json
391,depth_map_391.npy,annot_391.json
392,depth_map_392.npy,annot_392.json
393,depth_map_393.npy,annot_393.json
394,depth_map_394.npy,annot_394.json
395,depth_map_395.npy,annot_395.json
396,depth_map_396.npy,annot_396.json
397,depth_map_397.npy,annot_397.json
398,depth_map_398.npy,annot_398.json
399,depth_map_399.npy,annot_399.json
400,depth_map_400.npy,annot_400.json
401,depth_map_401.npy,annot_401.json
402,depth_map_402.npy,annot_402.json
403,depth_map_403.npy,annot_403.json
404,depth_map_404.npy,annot_404.json
405,depth_map_405.npy,annot_405.json
406,depth_map_406.npy,annot_406.json
407,depth_map_407.npy,annot_407.json
408,depth_map_408.npy,annot_408.json
409,depth_map_409.npy,annot_409.json
410,depth_map_410.npy,annot_410.json
411,depth_map_411.npy,annot_411.json
412,depth_map_412.npy,annot_412.json
413,depth_map_413.npy,annot_413.json
414,depth_map_414.npy,annot_414.json
415,depth_map_415.npy,annot_415.json
416,depth_map_416.npy,annot_416.json
417,depth_map_417.npy,annot_417.json
418,depth_map_418.npy,annot_418.json
419,depth_map_419.npy,annot_419.json
420,depth_map_420.npy,annot_420.json
421,depth_map_421.npy,annot_421.json
422,depth_map_422.npy,annot_422.json
423,depth_map_423.npy,annot_423.json
424,depth_map_424.npy,annot_424.json
425,depth_map_425.npy,annot_425.json
426,depth_map_426.npy,annot_426.json
427,depth_map_427.npy,annot_427.json
428,depth_map_428.npy,annot_428.json
429,depth_map_429.npy,annot_429.json
430,depth_map_430.npy,annot_430.json
431,depth_map_431.npy,annot_431.json
432,depth_map_432.npy,annot_432.json
433,depth_map_433.npy,annot_433.json
434,depth_map_434.npy,annot_434.json
435,depth_map_435.npy,annot_435.json
436,depth_map_436.npy,annot_436.json
437,depth_map_437.npy,annot_437.json
438,depth_map_438.npy,annot_438.json
439,depth_map_439.npy,annot_439.json
440,depth_map_440.npy,annot_440.json
441,depth_map_441.npy,annot_441.json
442,depth_map_442.npy,annot_442.json
443,depth_map_443.npy,annot_443.json
444,depth_map_444.npy,annot_444.json
445,depth_map_445.npy,annot_445.json
446,depth_map_446.npy,annot_446.json
447,depth_map_447.npy,annot_447.json
448,depth_map_448.npy,annot_448.json
449,depth_map_449.npy,annot_449.json
450,depth_map_450.npy,annot_450.json
451,depth_map_451.npy,annot_451.json
452,depth_map_452.npy,annot_452.json
453,depth_map_453.npy,annot_453.json
454,depth_map_454.npy,annot_454.json
455,depth_map_455.npy,annot_455.json
456,depth_map_456.npy,annot_456.json
457,depth_map_457.npy,annot_457.json
458,depth_map_458.npy,annot_458.json
459,depth_map_459.npy,annot_459.json
460,depth_map_460.npy,annot_460.json
461,depth_map_461.npy,annot_461.json
462,depth_map_462.npy,annot_462.json
463,depth_map_463.npy,annot_463.json
464,depth_map_464.npy,annot_464.json
465,depth_map_465.npy,annot_465.json
466,depth_map_466.npy,annot_466.json
467,depth_map_467.npy,annot_467.json
468,depth_map_468.npy,annot_468.json
469,depth_map_469.npy,annot_469.json
470,depth_map_470.npy,annot_470.json
471,depth_map_471.npy,annot_471.json
472,depth_map_472.npy,annot_472.json
473,depth_map_473.npy,annot_473.json
474,depth_map_474.npy,annot_474.json
475,depth_map_475.npy,annot_475.json
476,depth_map_476.npy,annot_476.json
477,depth_map_477.npy,annot_477.json
478,depth_map_478.npy,annot_478.json
479,depth_map_479.npy,annot_479.json
480,depth_map_480.npy,annot_480.json
481,depth_map_481.npy,annot_481.json
482,depth_map_482.npy,annot_482.json
483,depth_map_483.npy,annot_483.json
484,depth_map_484.npy,annot_484.json
485,depth_map_485.npy,annot_485.json
486,depth_map_486.npy,annot_486.json
487,depth_map_487.npy,annot_487.json
488,depth_map_488.npy,annot_488.json
489,depth_map_489.npy,annot_489.json
490,depth_map_490.npy,annot_490.json
491,depth_map_491.npy,annot_491.json
492,depth_map_492.npy,annot_492.json
493,depth_map_493.npy,annot_493.json
494,depth_map_494.npy,annot_494.json
495,depth_map_495.npy,annot_495.json
496,depth_map_496.npy,annot_496.json
497,depth_map_497.npy,annot_497.json
498,depth_map_498.npy,annot_498.json
499,depth_map_499.npy,annot_499.json
500,depth_map_500.npy,annot_500.json
501,depth_map_501.npy,annot_501.json
502,depth_map_502.npy,annot_502.json
503,depth_map_503.npy,annot_503.json
504,depth_map_504.npy,annot_504.json
505,depth_map_505.npy,annot_505.json
506,depth_map_506.npy,annot_506.json
507,depth_map_507.npy,annot_507.json
508,depth_map_508.npy,annot_508.json
509,depth_map_509.npy,annot_509.json
510,depth_map_510.npy,annot_510.json
511,depth_map_511.npy,annot_511.json
512,depth_map_512.npy,annot_512.json
513,depth_map_513.npy,annot_513.json
514,depth_map_514.npy,annot_514.json
515,depth_map_515.npy,annot_515.json
516,depth_map_516.npy,annot_516.json
517,depth_map_517.npy,annot_517.json
518,depth_map_518.npy,annot_518.json
519,depth_map_519.npy,annot_519.json
520,depth_map_520.npy,annot_520.json
521,depth_map_521.npy,annot_521.json
522,depth_map_522.npy,annot_522.json
523,depth_map_523.npy,annot_523.json
524,depth_map_524.npy,annot_524.json
525,depth_map_525.npy,annot_525.json
526,depth_map_526.npy,annot_526.json
527,depth_map_527.npy,annot_527.json
528,depth_map_528.npy,annot_528.json
529,depth_map_529.npy,annot_529.json
530,depth_map_530.npy,annot_530.json
531,depth_map_531.npy,annot_531.json
532,depth_map_532.npy,annot_532.json
533,depth_map_533.npy,annot_533.json
534,depth_map_534.npy,annot_534.json
535,depth_map_535.npy,annot_535.json
536,depth_map_536.npy,annot_536.json
537,depth_map_537.npy,annot_537.json
538,depth_map_538.npy,annot_538.json
539,depth_map_539.npy,annot_539.json
540,depth_map_540.npy,annot_540.json
541,depth_map_541.npy,annot_541.json
542,depth_map_542.npy,annot_542.json
543,depth_map_543.npy,annot_543.json
544,depth_map_544.npy,annot_544.json
545,depth_map_545.npy,annot_545.json
546,depth_map_546.npy,annot_546.json
547,depth_map_547.npy,annot_547.json
548,depth_map_548.npy,annot_548.json
549,depth_map_549.npy,annot_549.json
550,depth_map_550.npy,annot_550.json
551,depth_map_551.npy,annot_551.json
552,depth_map_552.npy,annot_552.json
553,depth_map_553.npy,annot_553.json
554,depth_map_554.npy,annot_554.json
555,depth_map_555.npy,annot_555.json
556,depth_map_556.npy,annot_556.json
557,depth_map_557.npy,annot_557.json
558,depth_map_558.npy,annot_558.json
559,depth_map_559.npy,annot_559.json
560,depth_map_560.npy,annot_560.json
561,depth_map_561.npy,annot_561.json
562,depth_map_562.npy,annot_562.json
563,depth_map_563.npy,annot_563.json
564,depth_map_564.npy,annot_564.json
565,depth_map_565.npy,annot_565.json
566,depth_map_566.npy,annot_566.json
567,depth_map_567.npy,annot_567.json
568,depth_map_568.npy,annot_568.json
569,depth_map_569.npy,annot_569.json
570,depth_map_570.npy,annot_570.json
571,depth_map_571.npy,annot_571.json
572,depth_map_572.npy,annot_572.json
573,depth_map_573.npy,annot_573.json
574,depth_map_574.npy,annot_574.json
575,depth_map_575.npy,annot_575.json
576,depth_map_576.npy,annot_576.json
577,depth_map_577.npy,annot_577.json
578,depth_map_578.npy,annot_578.json
579,depth_map_579.npy,annot_579.json
580,depth_map_580.npy,annot_580.json
581,depth_map_581.npy,annot_581.json
582,depth_map_582.npy,annot_582.json
583,depth_map_583.npy,annot_583.json
584,depth_map_584.npy,annot_584.json
585,depth_map_585.npy,annot_585.json
586,depth_map_586.npy,annot_586.json
587,depth_map_587.npy,annot_587.json
588,depth_map_588.npy,annot_588.json
589,depth_map_589.npy,annot_589.json
590,depth_map_590.npy,annot_590.json
591,depth_map_591.npy,annot_591.json
592,depth_map_592.npy,annot_592.json
593,depth_map_593.npy,annot_593.json
594,depth_map_594.npy,annot_594.json
595,depth_map_595.npy,annot_595.json
596,depth_map_596.npy,annot_596.json
597,depth_map_597.npy,annot_597.json
598,depth_map_598.npy,annot_598.json
599,depth_map_599.npy,annot_599.json
600,depth_map_600.npy,annot_600.json
601,depth_map_601.npy,annot_601.json
602,depth_map_602.npy,annot_602.json
603,depth_map_603.npy,annot_603.json
604,depth_map_604.npy,annot_604.json
605,depth_map_605.npy,annot_605.json
606,depth_map_606.npy,annot_606.json
607,depth_map_607.npy,annot_607.json
608,depth_map_608.npy,annot_608.json
609,depth_map_609.npy,annot_609.json
610,depth_map_610.npy,annot_610.json
611,depth_map_611.npy,annot_611.json
612,depth_map_612.npy,annot_612.json
613,depth_map_613.npy,annot_613.json
614,depth_map_614.npy,annot_614.json
615,depth_map_615.npy,annot_615.json
616,depth_map_616.npy,annot_616.json
617,depth_map_617.npy,annot_617.json
618,depth_map_618.npy,annot_618.json
619,depth_map_619.npy,annot_619.json
620,depth_map_620.npy,annot_620.json
621,depth_map_621.npy,annot_621.json
622,depth_map_622.npy,annot_622.json
623,depth_map_623.npy,annot_623.json
624,depth_map_624.npy,annot_624.json
625,depth_map_625.npy,annot_625.json
626,depth_map_626.npy,annot_626.json
627,depth_map_627.npy,annot_627.json
628,depth_map_628.npy,annot_628.json
629,depth_map_629.npy,annot_629.json
630,depth_map_630.npy,annot_630.json
631,depth_map_631.npy,annot_631.json
632,depth_map_632.npy,annot_632.json
633,depth_map_633.npy,annot_633.json
634,depth_map_634.npy,annot_634.json
635,depth_map_635.npy,annot_635.json
636,depth_map_636.npy,annot_636.json
637,depth_map_637.npy,annot_637.json
638,depth_map_638.npy,annot_638.json
639,depth_map_639.npy,annot_639.json
640,depth_map_640.npy,annot_640.json
641,depth_map_641.npy,annot_641.json
642,depth_map_642.npy,annot_642.json
643,depth_map_643.npy,annot_643.json
644,depth_map_644.npy,annot_644.json
645,depth_map_645.npy,annot_645.json
646,depth_map_646.npy,annot_646.json
647,depth_map_647.npy,annot_647.json
648,depth_map_648.npy,annot_648.json
649,depth_map_649.npy,annot_649.json
650,depth_map_650.npy,annot_650.json
651,depth_map_651.npy,annot_651.json
652,depth_map_652.npy,annot_652.json
653,depth_map_653.npy,annot_653.json
654,depth_map_654.npy,annot_654.json
655,depth_map_655.npy,annot_655.json
656,depth_map_656.npy,annot_656.json
657,depth_map_657.npy,annot_657.json
658,depth_map_658.npy,annot_658.json
659,depth_map_659.npy,annot_659.json
660,depth_map_660.npy,annot_660.json
661,depth_map_661.npy,annot_661.json
662,depth_map_662.npy,annot_662.json
663,depth_map_663.npy,annot_663.json
664,depth_map_664.npy,annot_664.json
665,depth_map_665.npy,annot_665.json
666,depth_map_666.npy,annot_666.json
667,depth_map_667.npy,annot_667.json
668,depth_map_668.npy,annot_668.json
669,depth_map_669.npy,annot_669.json
670,depth_map_670.npy,annot_670.json
671,depth_map_671.npy,annot_671.json
672,depth_map_672.npy,annot_672.json
673,depth_map_673.npy,annot_673.json
674,depth_map_674.npy,annot_674.json
675,depth_map_675.npy,annot_675.json
676,depth_map_676.npy,annot_676.json
677,depth_map_677.npy,annot_677.json
678,depth_map_678.npy,annot_678.json
679,depth_map_679.npy,annot_679.json
680,depth_map_680.npy,annot_680.json
681,depth_map_681.npy,annot_681.json
682,depth_map_682.npy,annot_682.json
683,depth_map_683.npy,annot_683.json
684,depth_map_684.npy,annot_684.json
685,depth_map_685.npy,annot_685.json
686,depth_map_686.npy,annot_686.json
687,depth_map_687.npy,annot_687.json
688,depth_map_688.npy,annot_688.json
689,depth_map_689.npy,annot_689.json
690,depth_map_690.npy,annot_690.json
691,depth_map_691.npy,annot_691.json
692,depth_map_692.npy,annot_692.json
693,depth_map_693.npy,annot_693.json
694,depth_map_694.npy,annot_694.json
695,depth_map_695.npy,annot_695.json
696,depth_map_696.npy,annot_696.json
697,depth_map_697.npy,annot_697.json
698,depth_map_698.npy,annot_698.json
699,depth_map_699.npy,annot_699.json
700,depth_map_700.npy,annot_700.json
701,depth_map_701.npy,annot_701.json
702,depth_map_702.npy,annot_702.json
703,depth_map_703.npy,annot_703.json
704,depth_map_704.npy,annot_704.json
705,depth_map_705.npy,annot_705.json
706,depth_map_706.npy,annot_706.json
707,depth_map_707.npy,annot_707.json
708,depth_map_708.npy,annot_708.json
709,depth_map_709.npy,annot_709.json
710,depth_map_710.npy,annot_710.json
711,depth_map_711.npy,annot_711.json
712,depth_map_712.npy,annot_712.json
713,depth_map_713.npy,annot_713.json
714,depth_map_714.npy,annot_714.json
715,depth_map_715.npy,annot_715.json
716,depth_map_716.npy,annot_716.json
717,depth_map_717.npy,annot_717.json
718,depth_map_718.npy,annot_718.json
719,depth_map_719.npy,annot_719.json
720,depth_map_720.npy,annot_720.json
721,depth_map_721.npy,annot_721.json
722,depth_map_722.npy,annot_722.json
723,depth_map_723.npy,annot_723.json
724,depth_map_724.npy,annot_724.json
725,depth_map_725.npy,annot_725.json
726,depth_map_726.npy,annot_726.json
727,depth_map_727.npy,annot_727.json
728,depth_map_728.npy,annot_728.json
729,depth_map_729.npy,annot_729.json
730,depth_map_730.npy,annot_730.json
731,depth_map_731.npy,annot_731.json
732,depth_map_732.npy,annot_732.json
733,depth_map_733.npy,annot_733.json
734,depth_map_734.npy,annot_734.json
